scenario,role,action,skill,policy_probability,pure_action_value,equilibrium_state_value,state_value
time_active,TP,"NUM(total=0,thumb=0)",数字,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,"NUM(total=0,thumb=1)",数字,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,"NUM(total=0,thumb=2)",数字,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,"NUM(total=1,thumb=0)",数字,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,"NUM(total=1,thumb=1)",数字,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,"NUM(total=1,thumb=2)",数字,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,"NUM(total=2,thumb=0)",数字,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,"NUM(total=2,thumb=1)",数字,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,"NUM(total=2,thumb=2)",数字,0.028181818182,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,"NUM(total=3,thumb=0)",数字,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,"NUM(total=3,thumb=1)",数字,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,"NUM(total=3,thumb=2)",数字,0.028181818182,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,"NUM(total=4,thumb=0)",数字,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,"NUM(total=4,thumb=1)",数字,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,"NUM(total=4,thumb=2)",数字,0.028181818182,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,ガード(thumb=0),ガード,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,ガード(thumb=1),ガード,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,ガード(thumb=2),ガード,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,クイック(thumb=0),クイック,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,クイック(thumb=1),クイック,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,クイック(thumb=2),クイック,0.863636363636,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,スキップ(thumb=0),スキップ,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,スキップ(thumb=1),スキップ,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,スキップ(thumb=2),スキップ,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,セメント(thumb=0),セメント,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,セメント(thumb=1),セメント,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,セメント(thumb=2),セメント,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,チャージ(thumb=0),チャージ,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,チャージ(thumb=1),チャージ,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,チャージ(thumb=2),チャージ,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,フェイント(thumb=0),フェイント,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,フェイント(thumb=1),フェイント,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,フェイント(thumb=2),フェイント,0.051818181818,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,フラッシュ(thumb=0),フラッシュ,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,フラッシュ(thumb=1),フラッシュ,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,フラッシュ(thumb=2),フラッシュ,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,ロック(thumb=0),ロック,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,ロック(thumb=1),ロック,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,TP,ロック(thumb=2),ロック,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
time_active,NTP,"NTP(なし,thumb=0)",なし,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
