scenario,role,action,skill,policy_probability,pure_action_value,equilibrium_state_value,state_value
endgame_me_two_opp_one,TP,"NUM(total=0,thumb=0)",数字,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,"NUM(total=0,thumb=1)",数字,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,"NUM(total=0,thumb=2)",数字,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,"NUM(total=1,thumb=0)",数字,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,"NUM(total=1,thumb=1)",数字,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,"NUM(total=1,thumb=2)",数字,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,"NUM(total=2,thumb=0)",数字,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,"NUM(total=2,thumb=1)",数字,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,"NUM(total=2,thumb=2)",数字,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,"NUM(total=3,thumb=0)",数字,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,"NUM(total=3,thumb=1)",数字,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,"NUM(total=3,thumb=2)",数字,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,ガード(thumb=0),ガード,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,ガード(thumb=1),ガード,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,ガード(thumb=2),ガード,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,クイック(thumb=0),クイック,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,クイック(thumb=1),クイック,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,クイック(thumb=2),クイック,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,スキップ(thumb=0),スキップ,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,スキップ(thumb=1),スキップ,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,スキップ(thumb=2),スキップ,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,セメント(thumb=0),セメント,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
endgame_me_two_opp_one,TP,セメント(thumb=1),セメント,0.000000000000,-0.460000000000,-0.460000000000,-0.460000000000
